dataset,stem,n_residues,model,mode,predictor,neff_tier,fold_verdict,seq_leakage,msa_neff,length,range,cut,precision,n_candidate,n_true,n_top,eval_set
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,medium,R,0.3191489361702128,3102,47,47,teacher-fit
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.9400738238673956,3102,47,3102,teacher-fit
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,long,L,0.17753623188405798,31878,170,276,teacher-fit
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,long,L/2,0.3115942028985507,31878,170,138,teacher-fit
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,long,L/5,0.5454545454545454,31878,170,55,teacher-fit
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,long,R,0.2529411764705882,31878,170,170,teacher-fit
afdb,AF-A0A4V2F1U3-F1,276,sparsa,single_seq,pair_network,,,,,,long,AUC,0.9196024940820279,31878,170,31878,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,all,L,0.14659685863874344,70876,292,382,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,all,L/2,0.17801047120418848,70876,292,191,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,all,L/5,0.2894736842105263,70876,292,76,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,all,R,0.15753424657534246,70876,292,292,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9422665202948707,70876,292,70876,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,short,L,0.06806282722513089,2241,30,382,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,short,L/2,0.08900523560209424,2241,30,191,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,short,L/5,0.13157894736842105,2241,30,76,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,short,R,0.26666666666666666,2241,30,30,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,short,AUC,0.9155585707824514,2241,30,2241,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,medium,L,0.031413612565445025,4374,41,382,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.04712041884816754,4374,41,191,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.07894736842105263,4374,41,76,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,medium,R,0.07317073170731707,4374,41,41,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.820695400584285,4374,41,4374,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,long,L,0.15968586387434555,64261,221,382,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,long,L/2,0.24083769633507854,64261,221,191,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,long,L/5,0.32894736842105265,64261,221,76,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,long,R,0.23076923076923078,64261,221,221,teacher-fit
afdb,AF-A0A1J4KMF3-F1,382,sparsa,single_seq,pair_network,,,,,,long,AUC,0.9504733325608147,64261,221,64261,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,all,L,0.2533783783783784,42195,337,296,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,all,L/2,0.3310810810810811,42195,337,148,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,all,L/5,0.4745762711864407,42195,337,59,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,all,R,0.23738872403560832,42195,337,337,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,all,AUC,0.8936591894058094,42195,337,42195,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,short,L,0.09797297297297297,1725,38,296,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,short,L/2,0.13513513513513514,1725,38,148,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,short,L/5,0.2033898305084746,1725,38,59,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,short,R,0.2631578947368421,1725,38,38,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,short,AUC,0.9005631298162419,1725,38,1725,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,medium,L,0.10810810810810811,3342,52,296,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.16216216216216217,3342,52,148,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.3220338983050847,3342,52,59,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,medium,R,0.28846153846153844,3342,52,52,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.919587327566051,3342,52,3342,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,long,L,0.17905405405405406,37128,247,296,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,long,L/2,0.28378378378378377,37128,247,148,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,long,L/5,0.4406779661016949,37128,247,59,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,long,R,0.21052631578947367,37128,247,247,teacher-fit
afdb,AF-A0A7I8WCU6-F1,296,sparsa,single_seq,pair_network,,,,,,long,AUC,0.8793728972062131,37128,247,37128,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,all,L,0.13612565445026178,17205,185,191,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,all,L/2,0.14736842105263157,17205,185,95,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,all,L/5,0.15789473684210525,17205,185,38,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,all,R,0.14054054054054055,17205,185,185,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,all,AUC,0.8173751071870929,17205,185,17205,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,short,L,0.08376963350785341,1095,30,191,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,short,L/2,0.1368421052631579,1095,30,95,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,short,L/5,0.10526315789473684,1095,30,38,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,short,R,0.03333333333333333,1095,30,30,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,short,AUC,0.8096870109546166,1095,30,1095,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,medium,L,0.10471204188481675,2082,40,191,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.11578947368421053,2082,40,95,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.15789473684210525,2082,40,38,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,medium,R,0.15,2082,40,40,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.840921890303624,2082,40,2082,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,long,L,0.06806282722513089,14028,115,191,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,long,L/2,0.10526315789473684,14028,115,95,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,long,L/5,0.15789473684210525,14028,115,38,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,long,R,0.09565217391304348,14028,115,115,teacher-fit
afdb,AF-A0A2K5AR94-F1,191,sparsa,single_seq,pair_network,,,,,,long,AUC,0.7893990293719668,14028,115,14028,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,all,L,0.15846994535519127,15753,115,183,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,all,L/2,0.1978021978021978,15753,115,91,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,all,L/5,0.25,15753,115,36,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,all,R,0.17391304347826086,15753,115,115,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9120495226232644,15753,115,15753,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,short,L,0.0546448087431694,1047,13,183,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,short,L/2,0.0989010989010989,1047,13,91,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,short,L/5,0.1388888888888889,1047,13,36,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,short,R,0.15384615384615385,1047,13,13,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,short,AUC,0.9110623419134057,1047,13,1047,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,medium,L,0.10382513661202186,1986,24,183,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.16483516483516483,1986,24,91,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.3055555555555556,1986,24,36,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,medium,R,0.375,1986,24,24,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.9518348623853212,1986,24,1986,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,long,L,0.10382513661202186,12720,78,183,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,long,L/2,0.10989010989010989,12720,78,91,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,long,L/5,0.1111111111111111,12720,78,36,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,long,R,0.10256410256410256,12720,78,78,teacher-fit
afdb,AF-A0A7S2G6L9-F1,183,sparsa,single_seq,pair_network,,,,,,long,AUC,0.8965515842592254,12720,78,12720,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,all,L,0.12197802197802197,409060,490,910,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,all,L/2,0.14945054945054945,409060,490,455,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,all,L/5,0.17582417582417584,409060,490,182,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,all,R,0.14489795918367346,409060,490,490,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9853756681466918,409060,490,409060,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,short,L,0.05824175824175824,5409,55,910,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,short,L/2,0.09230769230769231,5409,55,455,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,short,L/5,0.13736263736263737,5409,55,182,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,short,R,0.16363636363636364,5409,55,55,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,short,AUC,0.949276666553469,5409,55,5409,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,medium,L,0.08681318681318681,10710,88,910,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.12307692307692308,10710,88,455,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.17582417582417584,10710,88,182,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,medium,R,0.2159090909090909,10710,88,88,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.9629114530733811,10710,88,10710,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,long,L,0.08241758241758242,392941,347,910,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,long,L/2,0.10329670329670329,392941,347,455,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,long,L/5,0.13186813186813187,392941,347,182,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,long,R,0.1037463976945245,392941,347,347,teacher-fit
afdb,AF-A0A7T8Z1Q4-F1,910,sparsa,single_seq,pair_network,,,,,,long,AUC,0.9851134056861053,392941,347,392941,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,all,L,0.14215686274509803,19701,95,204,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,all,L/2,0.1568627450980392,19701,95,102,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,all,L/5,0.275,19701,95,40,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,all,R,0.16842105263157894,19701,95,95,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9253437454699689,19701,95,19701,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,short,L,0.06862745098039216,1173,22,204,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,short,L/2,0.11764705882352941,1173,22,102,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,short,L/5,0.15,1173,22,40,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,short,R,0.22727272727272727,1173,22,22,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,short,AUC,0.8634981439064845,1173,22,1173,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,medium,L,0.06372549019607843,2238,23,204,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.09803921568627451,2238,23,102,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.15,2238,23,40,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,medium,R,0.17391304347826086,2238,23,23,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.8804593188732948,2238,23,2238,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,long,L,0.08333333333333333,16290,50,204,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,long,L/2,0.13725490196078433,16290,50,102,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,long,L/5,0.175,16290,50,40,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,long,R,0.16,16290,50,50,teacher-fit
afdb,AF-A0A0J7N354-F1,204,sparsa,single_seq,pair_network,,,,,,long,AUC,0.9375886699507389,16290,50,16290,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,all,L,0.1072961373390558,25878,183,233,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,all,L/2,0.1810344827586207,25878,183,116,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,all,L/5,0.30434782608695654,25878,183,46,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,all,R,0.1366120218579235,25878,183,183,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9006089722118548,25878,183,25878,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,short,L,0.06866952789699571,1347,20,233,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,short,L/2,0.09482758620689655,1347,20,116,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,short,L/5,0.1956521739130435,1347,20,46,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,short,R,0.2,1347,20,20,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,short,AUC,0.9041258477769405,1347,20,1347,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,medium,L,0.06437768240343347,2586,22,233,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.07758620689655173,2586,22,116,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.17391304347826086,2586,22,46,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,medium,R,0.3181818181818182,2586,22,22,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.932376613246348,2586,22,2586,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,long,L,0.06866952789699571,21945,141,233,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,long,L/2,0.0603448275862069,21945,141,116,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,long,L/5,0.15217391304347827,21945,141,46,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,long,R,0.05673758865248227,21945,141,141,teacher-fit
afdb,AF-W9C258-F1,233,sparsa,single_seq,pair_network,,,,,,long,AUC,0.8951163557730965,21945,141,21945,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,all,L,0.18421052631578946,17020,93,190,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,all,L/2,0.25263157894736843,17020,93,95,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,all,L/5,0.3684210526315789,17020,93,38,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,all,R,0.25806451612903225,17020,93,93,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9550663792846067,17020,93,17020,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,short,L,0.10526315789473684,1089,21,190,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,short,L/2,0.17894736842105263,1089,21,95,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,short,L/5,0.23684210526315788,1089,21,38,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,short,R,0.3333333333333333,1089,21,21,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,short,AUC,0.9558141608703407,1089,21,1089,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,medium,L,0.1368421052631579,2070,31,190,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.21052631578947367,2070,31,95,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.34210526315789475,2070,31,38,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,medium,R,0.2903225806451613,2070,31,31,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.960116439114683,2070,31,2070,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,long,L,0.05789473684210526,13861,41,190,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,long,L/2,0.09473684210526316,13861,41,95,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,long,L/5,0.07894736842105263,13861,41,38,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,long,R,0.07317073170731707,13861,41,41,teacher-fit
afdb,AF-P25651-F1,190,sparsa,single_seq,pair_network,,,,,,long,AUC,0.9356976456884684,13861,41,13861,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,all,L,0.09895833333333333,71631,223,384,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,all,L/2,0.13020833333333334,71631,223,192,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,all,L/5,0.14473684210526316,71631,223,76,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,all,R,0.1210762331838565,71631,223,223,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9275446081834797,71631,223,71631,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,short,L,0.08072916666666667,2253,40,384,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,short,L/2,0.11458333333333333,2253,40,192,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,short,L/5,0.15789473684210525,2253,40,76,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,short,R,0.2,2253,40,40,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,short,AUC,0.8953061455038409,2253,40,2253,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,medium,L,0.09375,4398,59,384,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.11979166666666667,4398,59,192,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,medium,L/5,0.15789473684210525,4398,59,76,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,medium,R,0.1694915254237288,4398,59,59,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,medium,AUC,0.9051351361908743,4398,59,4398,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,long,L,0.049479166666666664,64980,124,384,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,long,L/2,0.046875,64980,124,192,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,long,L/5,0.039473684210526314,64980,124,76,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,long,R,0.03225806451612903,64980,124,124,teacher-fit
afdb,AF-A0A5E4MBY8-F1,384,sparsa,single_seq,pair_network,,,,,,long,AUC,0.9061098010679739,64980,124,64980,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,all,L,0.21649484536082475,4186,55,97,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,all,L/2,0.20833333333333334,4186,55,48,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,all,L/5,0.3684210526315789,4186,55,19,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,all,R,0.2727272727272727,4186,55,55,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,all,AUC,0.9601813340375431,4186,55,4186,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,short,L,0.17525773195876287,531,18,97,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,short,L/2,0.2916666666666667,531,18,48,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,short,L/5,0.2631578947368421,531,18,19,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,short,R,0.2777777777777778,531,18,18,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,short,AUC,0.9457439896036388,531,18,531,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,medium,L,0.09278350515463918,954,9,97,teacher-fit
afdb,AF-A0A7V8KP73-F1,97,sparsa,single_seq,pair_network,,,,,,medium,L/2,0.14583333333333334,954,9,48,teacher-fit
